EAN;DESCRICAO
0041333001005;"PILHA DURACELL ALC AA PEQ 2UN"
8888021201444;"PILHA EVEREADY ALC PEQ AA2 2UN"
7897316802236;"PILOCARPINA 2% SOL OFT 10ML"
7896210508060;"TONICO CAPILAR PILOGENIO 150ML D"
7898089300035;"PILULAS DE LUSSEN 36CP"
7898089300042;"PILULAS IMESCARD 36CP"
7897517905019;"PINCEL BELLIZ P/BLUSH (COD:501)"
7896004705088;"PIROXICAM 20MG 10CPS GN EMS"
7896004705071;"PIROXICAM 20MG 15CPS GN EMS"
7896094200104;"PLAMET 10MG 20CP"
7898560664250;"PLANTABEN 3,5G 10 ENV 5GR"
7898560664267;"PLANTABEN 3,5G 30 ENV 5GR"
7891058059149;"PLASIL 10MG 20CP"
7897595903440;"PLAVIX 75MG 28CP"
7893454300115;"ACERATUN 100MG/ML GOTAS 10ML"
7896672201875;"BAMIFIX 300MG 20DRG"
7896672201882;"BAMIFIX 600MG 20DRG"
7891142171719;"POLARAMINE 2MG 20CP"
7891142171733;"POLARAMINE 6MG 12DRG REPETABS"
7896512904089;"17896512904086"
7896512904324;"POLVILHO ANTISSEP GRANADO FRESH 100GR"
7896512904126;"POLVILHO ANTISSEP GRANADO SPORT 100GR"
7898089300059;"POMADA IMESCARD POM 25GR"
7891317006938;"PONDERA 20MG 30CP (C1)"
7891317008529;"PONDERA 30MG 30CP (C1)"
7896006205661;"PONDICILINA MEL/LIMAO 12PAST SEM ACUCAR"
7891010504779;"CUR J&J BAND AID TRANSP 10UN"
7896006205692;"PONDICILINA MENTA 12PAST SEM ACUCAR"
7891040023394;"ESPONJA 3M PONJITA ACQUA VERDE E AZUL"
7891040001187;"ESPONJA 3M PONJITA AMARELA/AZUL (10)"
7891268118001;"PONSTAN 500MG 24CP"
7897316800300;"PRED FORT 10MG/ML 5ML SOL OFT"
7897316802861;"PRED MILD 1,2MG/ML 10ML SOL OFT"
8880003339527;"7897316802861"
7891142177056;"PREDSIM 20MG 10CP"
7891142981363;"7891142177056"
7891142177032;"PREDSIM 5MG 10CP"
7891142981318;"7891142177032"
7891142177049;"PREDSIM 5MG 20CP"
7891142981301;"7891142177049"
7891142177155;"PREDSIM 3MG/ML 100ML"
7891142177162;"PREDSIM 3MG/ML 60ML"
7896658005145;"PRELONE 20MG 10CP"
8880003344675;"7896658005145"
7896658005763;"PRELONE 5MG 20CP"
7896658009532;"PRELONE 3MG 120ML"
7896658009518;"PRELONE 3MG 60ML"
7896007200313;"PRESERV BLOWTEX LUB 3UN"
7896007200719;"7896007200313"
7896222720030;"PRESERV JONTEX LUB 3UN"
7896222716279;"PRESERV OLLA LUB 3UN"
7896222716262;"PRESERV OLLA LUB 6UN"
7898079003021;"PRESERV PRUDENCE 3UN"
7896112477938;"PRESSAT 5MG 30CP *F.POP-GT*"
7891317177645;"PRIMERA 20 21CP"
7891317177676;"PRIMERA 30 21CP"
7891106914031;"PRIMOGYNA 1MG 28CP"
7896006201717;"PRIMOLUT NOR 10MG 30CP"
7896006201731;"PRIMOSISTON 2MG+0,01MG 30CP"
7896331700459;"PROCTOSAN POM 20GR + 1APLIC"
7896641801792;"PROCTYL POMADA 30GR +10APLIC"
7896070601703;"PROFENID 50MG 24CPS"
7896070601765;"PROFENID ENTERICO 100MG 20CP"
7891058002008;"PROFENID 20MG/ML GOTAS 20ML"
6011266000000;"PROFENID INJ 50MG/ML 1AMP 2ML (6)"
7896070601871;"6011266000000"
7896070601796;"PROFENID RETARD 200MG 10CP"
7891317411923;"PROFLAM 100MG 12CP"
7891317412661;"PROFLAM 15MG/G CR 30GR"
7894916502320;"PROFLOX 500MG 10CP (AM)"
7896226500515;"PROLOPA 200MG+50MG 30CP"
7896226500362;"PROLOPA HBS 100MG+25MG 30CP"
7899026401723;"BASE COLORAMA SETIM"
7897917001342;"PROMERGAN CR 20MG 30GR"
7899026401754;"BASE COLORAMA FORTALECEDORA UNHAS"
7896714230238;"PROPIOSOL CR 0,5MG/G 30GR"
7896714295701;"7896714230238"
8880003340103;"7896714295701"
7894916550048;"PROPRANOLOL 10MG 30CP EMS"
7894916550055;"PROPRANOLOL 40MG 30CP EMS"
7894916550062;"PROPRANOLOL 80MG 30CP AYERST"
8880003340578;"7894916550062"
7890704851335;"PROT SOLAR LAB NIVEA SUN PROTECT FPS30 4,8GR"
7891268106213;"PROVERA 10MG 14CP"
7896269900594;"PSOREX 0,5MG/G SOL CAPILAR 50GR *GSKVMAIS*"
7896269900617;"PSOREX 0,5MG/G CR DERM 30GR *GSKVMAIS*"
7896269900631;"PSOREX 0,5MG/G POM DERM 30GR *GSKVMAIS*"
7896422502559;"PYLORIPAC KIT C/ 7 BLISTER (AM)"
7892953001370;"PYRIDIUM 100MG 25DRG"
7892953001387;"PYRIDIUM 200MG 18DRG"
7908020502722;"PYVERM 100MG 6DRG"
7898158690975;"PYVERM 10MG/ML 40ML"
7898505090953;"7898158690975"
7908020502715;"7898505090953"
7891142180766;"QUADRIDERM CR 20GR (AM)"
7891142180773;"QUADRIDERM POM 20GR (AM)"
7898158691576;"QUEIMALIVE POM 30GR"
7896241243558;"QUINOFLOX 500MG 14CP (AM)"
0611269991000;"BEB RED BULL ENERGY DRINK 250ML"
9002490100032;"0611269991000"
9002490100490;"9002490100032"
7891106006279;"REDOXON 1GR 10CP EFERV LARANJA"
7891106006286;"REDOXON 200MG GOTAS 20ML"
7891106006262;"REDOXON 2GR 10CP EFERV LIMA/LIMAO"
7896114313111;"REFIL BITUFO P/ESC CILINDRICO 6UN"
7894650126165;"REFIL RAID PROTECTOR 45 NOITES 32,9ML"
7891317007454;"REHIDRAT 50 1ENVELOPE (4)"
7891317007508;"REHIDRAT 50 1ENVELOPE LARANJA (4)"
7891317007478;"REHIDRAT 90 1ENVELOPE (4)"
7897337705882;"RENITEC 10MG 30CP"
7897337705868;"RENITEC 20MG 30CP"
7897337705899;"RENITEC 5MG 30CP"
0310119021675;"RENU UMIDIFICANTES 15ML"
0310119033227;"RENU PLUS 120ML"
7898560661570;"REPARIL GEL 100GR"
7898560661563;"REPARIL GEL 30GR"
7894650130117;"REPELENTE OFF AER 165ML (6H)"
7894650130070;"REPELENTE OFF FAMILY LOC 200ML (4H) D"
7896004715247;"REPOFLOR 100MG 12CPS"
7896004715230;"REPOFLOR PED 200MG/G 4 ENVELOPES"
7896331703443;"RESFENOL 20CPS"
7896331701661;"RESFENOL XPE 100ML"
7896637022552;"RETEMIC 5MG 30CP"
7896637022569;"RETEMIC 5MG 60CP"
7896676403923;"REVIA 50MG 30CP (C1)"
7896112453154;"REVITAM JUNIOR 120ML"
7891058060336;"RIFALDIN 300MG 6CPS (AM)"
7891058061562;"RIFOCINA 10MG/ML 20GR SPRAY (AM)"
7897322702032;"RINOSORO 0,9% GOTAS 30ML"
7896641800740;"RIOPAN PLUS SUSP 80MG+10MG/ML 240ML"
7896331707946;"RITMONEURAN RTM 182,93MG 20CPS"
7896226501239;"RIVOTRIL 2,5MG 20ML (B1)"
7898581710455;"7896226501239"
7898581710424;"RIVOTRIL 2MG 30CP (B1)"
7898244721309;"ROACUTAN 20MG 30CPS (C2)"
7896226500591;"ROCEFIN IM 1GR 1AMP (AM)"
7896226500614;"ROCEFIN IV 1GR 1AMP (AM)"
7898040324261;"ROHYPNOL 1MG 30CP (B1)"
7896070605497;"ROVAMICINA 1,5 MUI 16CP (AM)"
7897930760172;"ROZEX 7,5MG/G GEL DERM 30GR"
7891150026025;"SAB DOVE BABY HIDR ENRIQUECIDA 75GR"
7896512900043;"SAB GRANADO ENXOFRE 90GR"
7896090400010;"SAB FRANCIS BRANCO 90GR"
7896090400034;"SAB FRANCIS LARANJA 90GR"
7896090400027;"SAB FRANCIS ROSA 90GR"
7896512905420;"SAB GRANADO BEBE GLICERINA 90GR"
7896512900050;"SAB GRANADO COCO 100GR"
7896512905222;"SAB GRANADO GLICERINA 90GR"
7891010035976;"SAB J&J BABY GLICERINA 80GR"
7891010032906;"SAB J&J BABY ORIGINAL 80GR"
7896512909770;"SAB PHEBO NATURELLE 90GR"
7896512909787;"SAB PHEBO ODOR DE ROSAS 90GR"
7896512900111;"SAB GRANADO SULFUROSO 90GR"
7896902206458;"SAL AMARGO 30GR FARMAX"
7896015511159;"SAL DE FRUTA ENO TRAD ENV DUPLO (30)"
7896015560027;"7896015511159"
7896015560331;"SAL DE FRUTA ENO LARANJA 100GR"
4634009000000;"SAL DE FRUTA ENO LARANJA ENV DUPLO (30)"
7896015511166;"4634009000000"
7896015560034;"7896015511166"
7896015560300;"SAL DE FRUTA ENO TRAD 100GR"
7896227800041;"SALONPAS AIR AEROSSOL 80ML"
7896227800034;"SALONPAS GEL 40GR"
7897337716703;"SANDRENA 0,5MG 28 SACHES GEL"
7897337716680;"SANDRENA 1MG 28 SACHES GEL"
7896006274506;"SCALID 100MG 12CP"
7896070601468;"SECNIDAL 1000MG 2CP"
7896070601451;"SECNIDAL 1000MG 4CP"
7898074618183;"SEKI 3,54MG/ML XPE 120ML COCO"
7891317465667;"SELENE 21CP"
7892828001405;"SEPURIN 20DRG"
7896112480846;"SERENUS 20CP"
7896269901706;"SERETIDE DISKUS 50MCG+100MCG 60DOSES *GSKVMAIS*"
7896269901720;"SERETIDE DISKUS 50MCG+250MCG 60DOSES *GSKVMAIS*"
7896269901744;"SERETIDE DISKUS 50MG+500MG 60DOSES *GSKVMAIS*"
7896115131301;"SH TONALIZANTE SOFT HAIR CINZA 60ML"
7891037169258;"SH DIMENSION 2X1 OLEOSOS 200ML D"
7898587764889;"SH ELSEVE RT5 EXTRA PROFUNDO 200ML D"
7891010030094;"SH J&J BABY GLICERINA 200ML"
7891010030889;"SH J&J BABY CABELOS CLAROS 200ML"
7891010030391;"SH J&J KIDS CACHOS DOS SONHOS 200ML"
7891317006570;"SIMECO PLUS SUSP 240ML HORTELA"
7891317020101;"7891317006570"
7897337706568;"SINGULAIR 10MG 30CP"
7896082900337;"SINUSTRAT FORTE 10ML SPRAY"
7896082900269;"SINUSTRAT VASOCONSTITOR 10ML"
7896082900276;"SINUSTRAT DESCONGESTIONANTE 30ML"
7897851250394;"SINVASCOR 10MG 30CP"
7897851250530;"SINVASCOR 20MG 30CP"
7896006219545;"SLOW-K 600MG 20DRG"
7897930750043;"SAB SOAPEX ANTISSEPTICO 80GR"
7897930750050;"SAB SOAPEX CREME 120ML D"
7897595901651;"SOCIAN 200MG 20CP (C1)"
7897595901842;"SOCIAN 50MG 20CP (C1)"
7891010256746;"SOL BUC LISTERINE COOL MINT 250ML"
7891268400014;"7891010256746"
7891010256784;"SOL BUC LISTERINE ANTITARTARO 250ML"
7891268400076;"7891010256784"
7896862993122;"SOLAQUIN 4% CREME 30GR"
7894916207546;"SOMALGIN CARDIO 325MG 32CP"
7896004774107;"SOMINEX COMPOSTO 20CP"
6855100000000;"SONRISAL ENVELOPE 2CP EFERV (30)"
7896015520533;"6855100000000"
7896090611607;"7896015520533"
7896658000652;"SORINE 0,5MG/ML 30ML"
7896658012303;"SORINE INF GOTAS 30ML"
7896317884630;"SOUTIEN LIB TAM 40 2 PARES"
7896317884647;"SOUTIEN LIB TAM 42 2 PARES"
7896317884654;"SOUTIEN LIB TAM 44 2 PARES"
7896317884661;"SOUTIEN LIB TAM 46 2 PARES"
7898074617803;"SPIDUFEN 600MG+555MG 10ENV SABOR DAMASCO"
7896212427185;"SPORANOX PULSO 100MG 28CPS"
7897316802335;"STILL 1MG/ML 5ML SOL OFT"
7896009498497;"STRESSTABS 30CP"
7896212478972;"STUGERON 25MG 30CP"
7896212479689;"STUGERON 75MG 30CP"
7896112144892;"FERRONIL 40MG 50CP"
7896094928114;"SULPAN 1MG+25MG 20CPS (B1)"
7896094200340;"SUMAX 100MG 2CP"
7896094201064;"SUMAX 25MG 4CP"
7896094200432;"SUMAX 50MG 2CP"
7896241265543;"SUPREMA 2MG+1MG 28CP"
7898941911010;"SUSTAGEN BANANA 400GR"
7898941911027;"SUSTAGEN BAUNILHA 400GR"
7898941911034;"SUSTAGEN CHOCOLATE 400GR"
7898941911058;"SUSTAGEN KIDS BAUNILHA 380GR (>3 ANOS)"
7898941911065;"SUSTAGEN KIDS CHOCOLATE 380GR (>3 ANOS)"
7896016803949;"SUSTAGEN KIDS MORANGO 380GR (>3 ANOS)"
7898941911072;"7896016803949"
7898941911904;"7898941911072"
7898941911041;"SUSTAGEN MORANGO 400GR"
7898040323141;"SUSTRATE 10MG 50CP"
7896206402211;"SYMBICORT PO 6MCG+200MCG 60DOSES *FAZ BEM*"
7896255716970;"SYNTHROID 100MCG 30CP *ABRACE A VIDA*"
7896255700283;"SYNTHROID 112MCG 30CP *ABRACE A VIDA*"
7896255700054;"SYNTHROID 125MCG 30CP *ABRACE A VIDA*"
7896255716987;"SYNTHROID 150MCG 30CP *ABRACE A VIDA*"
7896255700245;"SYNTHROID 175MCG 30CP *ABRACE A VIDA*"
7896255700252;"SYNTHROID 200MCG 30CP *ABRACE A VIDA*"
7896255716949;"SYNTHROID 25MCG 30CP *ABRACE A VIDA*"
7896255716956;"SYNTHROID 50MCG 30CP *ABRACE A VIDA*"
7896255716963;"SYNTHROID 75MCG 30CP *ABRACE A VIDA*"
7896255700276;"SYNTHROID 88MCG 30CP *ABRACE A VIDA*"
5060632508485;"SYSTEN 50MCG/DIA 8 ADESIVOS TRANS"
7896226102351;"TAKIL 20MG+30MG CR VAG 35GR"
7891134006524;"TALCO ALMA DE FLORES 100GR"
7896179850040;"TAMARINE 6MG 20CPS"
8880003345177;"7896179850040"
7893454100685;"TANDENE 30CP BUNKER"
7896006234517;"TANDRIFLAN 30CP"
7896658001666;"TANDRILAX 30CP"
7896241231616;"TAPAZOL 5MG 100CP"
7891058005467;"TARGIFOR C 16CP EFERVESCENTE"
7898940448579;"TARGUS LAT 40MG 10 ADESIVOS TRANS"
8880003342893;"7898940448579"
7896006219095;"TEFLAN 20MG 10CP"
7896261000094;"TEGRETOL 200MG 20CP (C1)"
7896261005181;"TEGRETOL 200MG 60CP (C1)"
7896261005198;"TEGRETOL CR 200MG 60CP (C1) *VMS*"
7896261000124;"TEGRETOL CR 400MG 20CP (C1) *VMS*"
7896261000742;"TEGRETOL SUSP 20MG/ML 100ML (C1)"
7894916550116;"TENADREN 40MG+25MG 30CP"
7894916550123;"TENADREN 80MG+25MG 30CP"
7896004700274;"TENOXICAN 20MG 10CP GN EMS"
7896020153221;"DESOD P/ PES TENYS PE BARUEL ORIGINAL AER 110GR"
7896020160113;"7896020153221"
7896020160120;"DESOD P/ PES TENYS PE BARUEL CANFORADO AER 110GR"
7896020160151;"DESOD P/ PES TENYS PE BARUEL ORIGINAL AER 150ML"
7896020160052;"TALCO P/ PES TENYS PE BARUEL ORIGINAL 100GR"
7896020160069;"TALCO P/ PES TENYS PE BARUEL CANFORADO 100GR"
7896255717717;"TEOLONG 100MG 30CPS"
7896255717724;"TEOLONG 200MG 30CPS"
7896075709107;"TESOURA MERHEJE UNHAS PONTA CURVA (910)"
7896075709077;"TESOURA MERHEJE UNHAS PONTA RETA (907)"
7897930760943;"TETRALYSAL 150MG 16CPS (AM)"
7897930760691;"TETRALYSAL 300MG 16CPS (AM)"
7897129304200;"THERAPSOR CAPILAR 0,5MG/ML 25ML"
7898560664113;"TILATIL 20MG 10CP"
7898586631380;"TIMOPTOL 0,5% COL 5ML *F.POP-CP*"
7898586631397;"TIMOPTOL XE 0,5% COL 5ML *CUIDAR MUNDIPHARMA* *F.POP-CP*"
7896046702007;"TINT BIGEN 47 CASTANHO MEDIO"
7896046703004;"TINT BIGEN 48 CASTANHO ESCURO"
7896046704001;"TINT BIGEN 57 PRETO"
7896046705008;"TINT BIGEN 58 PRETO NATURAL"
7896014140435;"TINT IMEDIA 1.0 PRETO"
7896014140695;"TINT IMEDIA 10.0 LOURO CLARISSIMO"
7896014140701;"TINT IMEDIA 10.1 LOURO CLARI ACINZENTADO"
7896014140442;"TINT IMEDIA 3.0 CASTANHO ESCURO"
7896014140459;"TINT IMEDIA 4.0 CASTANHO NATURAL"
7896014140480;"TINT IMEDIA 5.0 CASTANHO CLARO"
7896014140497;"TINT IMEDIA 5.1 CASTANHO CLARO ACINZENTADO"
7896014140503;"TINT IMEDIA 5.3 CASTANHO CLARO DOURADO"
7896014140527;"TINT IMEDIA 6.0 LOURO ESCURO"
7896014140534;"TINT IMEDIA 6.1 LOURO ESCURO ACINZENTADO"
7896014140558;"TINT IMEDIA 6.41 MARROM"
7896014140572;"TINT IMEDIA 6.66 VERMELHO INTENSO"
7896014140589;"TINT IMEDIA 7.0 LOURO NATURAL"
7896014140596;"TINT IMEDIA 7.1 LOURO ACINZENTADO"
7896014140602;"TINT IMEDIA 7.11 LOURO NATURAL CINZA INTENSO"
7896014140633;"TINT IMEDIA 8.0 LOURO CLARO"
7896014140640;"TINT IMEDIA 8.1 LOURO SUECO"
7896014140671;"TINT IMEDIA 9.0 LOURO MUITO CLARO"
7891182016544;"TINT KOLESTON 120 LOURO CLARISSIMO NATURAL"
7500435109468;"TINT KOLESTON 121 LOURO CLARISSIMO ACINZENTADO"
7891182016223;"TINT KOLESTON 20 PRETO"
7891182016247;"TINT KOLESTON 30 CASTANHO ESCURO"
7501007455174;"TINT KOLESTON 366 ACAJU PURPURA"
7891182016322;"7501007455174"
7891182016254;"TINT KOLESTON 40 CASTANHO MEDIO"
7891182016551;"TINT KOLESTON 466 VERMELHO INTENSO"
7891182016278;"TINT KOLESTON 50 CASTANHO CLARO"
7891182016445;"TINT KOLESTON 54 CASTANHO DOURADO ACOBREADO"
7891182016285;"TINT KOLESTON 60 LOURO ESCURO"
7501007454887;"TINT KOLESTON 61 LOURO CINZA ESCURO"
7891182016292;"7501007454887"
7891182016346;"TINT KOLESTON 67 CHOCOLATE"
7891182016353;"TINT KOLESTON 70 LOURO MEDIO"
7891182016360;"TINT KOLESTON 71 LOURO CINZA MEDIO"
7891182016612;"TINT KOLESTON 72 LOURO MATE MEDIO"
7501007454917;"TINT KOLESTON 73 LOURO AVELA"
7891182016384;"TINT KOLESTON 77 MARROM DOURADO"
7891182016391;"TINT KOLESTON 80 LOURO CLARO"
7500435010573;"07891182016407"
7501007454948;"7500435010573"
7891182016407;"7501007454948"
7891182020848;"7891182016407"
7896016121241;"7891182020848"
7891182016490;"TINT KOLESTON 6646 CEREJA"
7891182016308;"TINT KOLESTON 7744 VERMELHO SUPER INTENSO"
7896013553038;"TINT MAXTON 7.1 LOURO CINZA MEDIO"
7896014125241;"TINT NUTRISSE 10 PRETO ONIX"
7896014125265;"TINT NUTRISSE 30 GRAFITE"
7896014125289;"TINT NUTRISSE 40 TAMARINDO"
7896014143368;"TINT NUTRISSE 46 CASTANHO VERMELHO"
7896014125319;"TINT NUTRISSE 50 AMENDOA"
7896014125340;"TINT NUTRISSE 60 AVEIA"
7896014146437;"TINT NUTRISSE 67 CHOCOLATE"
7896014125371;"TINT NUTRISSE 70 LOURO MEL"
7896014125401;"TINT NUTRISSE 80 LOURO CLARO"
7896016105166;"TINT SOFT COLOR 20 PRETO"
7891182016711;"TINT SOFT COLOR 30 CASTANHO ESCURO"
7891182016865;"TINT SOFT COLOR 40 CASTANHO MEDIO"
7891182016803;"TINT SOFT COLOR 46 BORGONHA"
7891182016858;"TINT SOFT COLOR 50 CASTANHO CLARO"
7891182016889;"TINT SOFT COLOR 54 ACOBREADO INTENSO"
7891182016728;"TINT SOFT COLOR 60 LOURO ESCURO"
7891182016773;"TINT SOFT COLOR 67 CHOCOLATE"
7891182016735;"TINT SOFT COLOR 70 LOURO NATURAL"
7891182016759;"TINT SOFT COLOR 73 AVELA"
4015600057558;"TINT COLOR TOUCH 7/0 LOURO MEDIO 60GR"
7891182019330;"4015600057558"
7896902218567;"TINTURA DE IODO 2% 30ML FARMAX"
7898906376410;"TIORFAN 100MG 9CPS"
7896033216753;"TIRA LEITE LILLO (COD:616901)"
7896548112908;"TOBRADEX 3MG+1MG/ML 5ML SOL OFT (AM)"
7896548198070;"TOBRADEX POM OFT 3,5GR (AM) (GELAD)"
7896548198162;"TOBREX POM OFT EST 3MG/G 3,5GR (GELAD) (AM)"
7896548112717;"TOBREX 3MG/ML 5ML SOL OFT GOTAS (AM)"
7896027200607;"TONICO CAPILAR TRICOFORT 2 AMP 20ML"
7896212429646;"TOPAMAX 25MG 60CP (C1)"
7896714257594;"TORSILAX 4CP (25)"
7896714200804;"TORSILAX 30CP"
7898582380053;"TRAMAL 100MG/ML 10ML GOTAS (C1)"
7898582380756;"TRAMAL 50MG 10CPS (C1)"
7898582380015;"TRAMAL RET 100MG 10CP (C1)"
7897460401668;"TRANSAMIN 250MG 12CP"
7896548198636;"TRAVATAN SOL OFT 2.5ML *F.NACIONAL*"
7896637022811;"TRIANCIL 20MG/ML 5 FRASCOS 1ML"
7896112492740;"TRIAZOL 150MG 1CPS"
7896112493440;"TRIAZOL 150MG 2CPS"
7895800304235;"CHIC TRIDENT CANELA 5UN"
7895800304211;"CHIC TRIDENT HORTELA E MENTA 5UN"
7895800304228;"CHIC TRIDENT MENTA 5UN"
7896006201977;"TRIQUILAR 21DRG"
7896226102504;"TRIVAGEL-N CR 60GR (AM)"
7896255717885;"TROMBOFOB GEL 40GR"
7894916208154;"TROPINAL 20CP"
7894916208833;"TROPINAL 15ML"
8880003340585;"7894916208833"
8880003340592;"8880003340585"
7891010255947;"TYLENOL 200MG GOTAS 15ML"
7891010256708;"TYLENOL 750MG 20CP"
7891010255909;"TYLENOL BEBE 100MG/ML SUSP 15ML FRUTAS"
7896212428861;"7891010255909"
7891010255923;"TYLENOL CRIANCA 32MG/ML 60ML FRUTAS"
7896212409457;"7891010255923"
7893454714851;"TYLEX 500MG+30MG 12CP (C1)"
7893454714844;"TYLEX 500MG+7,5MG 12CP (C1)"
7896637022910;"UNOPROST 2MG 30CP"
7891058021948;"URBANIL 10MG 20CP (B1)"
7898216367955;"7891058021948"
7891058021955;"URBANIL 20MG 20CP (B1)"
7898216367979;"7891058021955"
0000078900806;"CHIC VALDA CLASSIC TABLETE 01 UN (100)"
7891137005166;"PASTILHA VALDA DIET FLIP TOP 24GR (12)"
7891137003704;"PASTILHA VALDA DIET LATA 50GR (10)"
0000078904231;"CHIC VALDA DIET TABLETE (100)"
7891137003698;"PASTILHA VALDA CLASSIC LATA 50GR (10)"
7891137005333;"PASTILHA VALDA FLIP TOP 24GR (12)"
7897460400517;"VALERIANE 50MG 20DRG"
7897917005982;"VALIUM 10MG 30CP (B1)"
7897917005975;"VALIUM 5MG 30CP (B1)"
8880003345467;"7897917005975"
7896269900235;"VALTREX 500MG 10CP *GSKVMAIS*"
7896902214828;"VASELINA 100ML FARMAX"
7896241293737;"VASLIP 10MG 30CP"
7896241293669;"VASOPRIL 10MG 30CP *F.POP-GT*"
8880003340608;"7896241293669"
7896241293751;"VASOPRIL PLUS 10MG+25MG 30CP"
7896241293553;"VASOPRIL PLUS 20MG+12,5MG 30CP"
7896094922143;"VENALOT 15MG+90MG 60CP"
7896094200494;"VEROTINA 20MG 28CP (C1)"
7897129300134;"VERRUX 10ML"
7896658002700;"VERTIZINE D 3MG+10MG 20CP"
5702191007985;"VERUTEX CR 20MG/G 15GR (AM)"
7908236800216;"VIAGRA 25MG 4CP"
7896255766456;"VIBRAL 30MG/ML GOTAS 10ML FRAMBOESA"
7896253900920;"VIBRAL 3MG/ML XPE ADU 120ML FRAMBOESA"
7896253900913;"VIBRAL 1,5MG/ML XPE PED 120ML FRAMBOESA"
7891268113013;"VIBRAMICINA 100MG 20CP SOLUVEIS (AM)"
7896093002181;"VICK PAST CEREJA 1ENV C/5 (24) D"
7896093002167;"VICK PAST LIMAO 1ENV C/5 (24) D"
0000078911246;"VICK PYRENA MEL/LIMAO SACHE 5GR (50)"
7896093001054;"0000078911246"
7896093001030;"VICK VAPORUB 12GR (24)"
7896658001680;"VITA E 400MG 30CPS"
7896015591618;"VITANOL-A CR DERM 0,25MG/G 30GR"
7896251801533;"7896015591618"
7896241225530;"ABLOK 100MG 30CP"
7896015591632;"VITANOL-A CR DERM 0,5MG/G 30GR"
7896251801540;"7896015591632"
7896015591656;"VITANOL-A CR DERM 1MG/G 30GR"
7896251801557;"7896015591656"
7896226102603;"VITERGAN ZINCO 30CP"
7896226102801;"VITERGAN ZINCO PL 30CP"
7896006298526;"VODOL 20MG/G CR DERM 28GR"
7896006298540;"VODOL 20MG/G PO 30GR"
7896261021051;"VOLTAREN 50MG 20CP"
4599123000000;"VOLTAREN 75MG INJ 1AMP (5)"
7896261000797;"4599123000000"
7896261000261;"VOLTAREN RETARD 100MG 10CP"
7896261000025;"VOLTAREN SR 75MG 20CP"
7898560666971;"XALATAN SOL OFT 2,5ML (GELAD)"
7908236800858;"7898560666971"
7896006219897;"XANTINON 10CP BLISTER (10)"
7896006216797;"XANTINON COMPLEX 1FLAC 10ML (60)"
7895858017118;"XYLOCAINA 50MG/G POM DERM 25GR"
7895858017101;"XYLOCAINA 50MG/G POM DERM SABOR LARANJA 25GR D"
7896637022644;"YOMAX 5,4MG 60CP"
7899824400874;"ZELIX 150MG 1CPS"
7899824400881;"ZELIX 150MG 2CPS"
7897595634153;"ZINNAT 250MG 70ML (AM)"
7897595634160;"ZINNAT 250MG 10CP (AM) *CUIDAR+ SZ*"
7897595634146;"ZINNAT 250MG 50ML (AM)"
7899824401048;"ZIRVIT MULTI 30CP"
7896317901245;"ZIRVIT PLUS 30CP"
7896317903409;"7896317901245"
7899824400676;"7896317903409"
8880003342763;"7899824400676"
7891268130072;"ZITROMAX 500MG 2CP (AM)"
7891268130065;"ZITROMAX 500MG 3CP (AM)"
7891106000956;"BAYCUTEN N 10MG+0,443MG/ML CR DERM 40GR"
7891268101621;"ZOLTEC 150MG 1CPS"
7898582382217;"ZOMIG 2,5MG 2CP"
7896269901379;"ZOVIRAX 50MG/G CR DERM 10GR"
7895858010324;"ZYLORIC 100MG 30CP"
7895858010331;"ZYLORIC 300MG 30CP"
7896269901898;"ZYRTEC 10MG 12CP"
7891317007898;"CEFALEXINA 250MG 100ML GN EURO (AM)"
7896181906582;"FUROSEMIDA 40MG 30CP GN BIO *F.POP-GT*"
7896422504812;"CLOTRIMAZOL 10MG/G CR DERM 20GR GN MD"
7896422504454;"NEOMICINA+BACITRACINA POM 15GR GN MD"
7896422504713;"TERBINAFINA 250MG 14CP GN MD"
7896112145776;"SULFAMET+TRIMET 400MG 20CP GN TEUTO (AM)"
7896269900211;"BECLOSOL 50MCG/DOSE NASAL 200DOSES"
7897917000116;"SULFERBEL GOTAS 30ML"
7897917007573;"7897917000116"
7897917000093;"SULFERBEL 250MG 50CP"
7891268100709;"CAVERJECT 10MCG 1AMP"
7891268100716;"CAVERJECT 20MCG 1AMP"
7896181903222;"BUSONID CAPS 400MCG 60CPS+INALADOR"
7896181901372;"BUSONID CAPS 400MCG 60CPS REFIL"
4015630006779;"LANCETA ACCU-CHEK SOFTCLIX 200UN"
7896094201248;"GESTINOL 28CP"
7892828001375;"HIDRION 40MG+100MG 30CP"
7898040320652;"INICOX DP 15MG 5CP"
8880003344163;"7898040320652"
7908236800674;"FRONTAL 2MG 30CP (B1)"
3804639000000;"17896023756846"
7896023756801;"3804639000000"
7896023756849;"7896023756801"
7896094201293;"NAPRIX D 5MG+12,5MG 30CPS"
7896094203266;"7896094201293"
7897851250585;"MONOCORDIL 40MG 30CP"
8880003340615;"7897851250585"
7896094203259;"NAPRIX D 5MG+25MG 30CPS"
7896023792250;"OLEO ALHO CATARINENSE DESOD 60CPS"
7891317017484;"PANTOCAL 40MG 28CP"
7896004786858;"PENVIR LABIA CR 1% 5GR"
7896112141846;"AFOPIC 5MG 20CP"
7896023702204;"REIDRATANTE CATARINENSE 1ENVELOPE 8,5GR (50)"
